,objid,ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,mag_u,mag_g,mag_r,mag_i,mag_z,spec_z,u_g_color,g_r_color,r_i_color,i_z_color,class,diff_u,diff_g,diff_r,diff_i,diff_z
383816,1237662198820962887,228.78917,8.8014534,22.92136,20.92965,20.77391,21.10665,21.44521,22.76429,20.91108,20.75033,21.0918,21.44513,3.040278,1.991711,0.1557407,-0.3327332,-0.3385658,b'QSO',0.15707000000000093,0.01857000000000042,0.023579999999999046,0.014849999999999142,8.00000000005241e-05
257114,1237658205042574389,164.74499,48.58626,25.58379,22.71233,21.2412,20.45812,19.71399,24.33073,23.79265,22.70064,21.7626,21.24101,1.579161,2.871464,1.471125,0.783083,0.7441292,b'QSO',1.2530600000000014,-1.0803199999999968,-1.4594400000000007,-1.304479999999998,-1.5270200000000003
350010,1237664291542073350,192.11143,15.611135,19.19867,19.14437,18.92311,18.92728,18.96281,19.19729,19.14536,18.91164,18.91349,18.95795,1.335796,0.05430603,0.2212543,-0.004169464,-0.03552628,b'QSO',0.001380000000001047,-0.0009900000000016007,0.011470000000002756,0.013790000000000191,0.004860000000000753
2541,1237648704062882145,235.21689,-0.30627578,19.46454,19.26382,19.12686,18.83821,18.73174,19.48027,19.26674,19.13035,18.83954,18.74889,1.862058,0.2007198,0.1369553,0.2886524,0.1064701,b'QSO',-0.015730000000001354,-0.0029199999999995896,-0.003489999999999327,-0.0013299999999993872,-0.017150000000000887
32151,1237663480336285749,341.92356,0.91596344,18.49554,17.98266,17.68878,17.62097,17.22307,18.5323,18.01926,17.76874,17.69723,17.26977,0.3632295,0.5128784,0.2938824,0.06780434,0.3979053,b'QSO',-0.036760000000001014,-0.036599999999999966,-0.07995999999999981,-0.07626000000000133,-0.046700000000001296
312096,1237680331106353704,8.0096954,28.844865,20.20588,19.92973,19.83046,19.73649,19.73807,20.21428,19.937,19.83986,19.77369,19.72224,1.848476,0.2761497,0.09926987,0.09397316,-0.001579285,b'QSO',-0.008399999999998187,-0.007270000000001886,-0.009400000000002962,-0.03719999999999857,0.01583000000000112
220199,1237672793422626996,0.0756473310000274,-5.5003873,19.91042,19.63557,19.62142,19.41207,19.31158,19.94368,19.6851,19.68564,19.46733,19.36468,1.575146,0.2748528,0.01414871,0.2093525,0.1004829,b'QSO',-0.033260000000002066,-0.04952999999999719,-0.06421999999999883,-0.05526000000000053,-0.05310000000000059
388845,1237664291540894364,189.39838,15.652171,21.42843,21.18655,20.00918,19.17848,18.79778,23.40452,22.71557,21.87294,20.96836,20.26173,0.9948899,0.2418747,1.177372,0.830698,0.380703,b'QSO',-1.9760900000000028,-1.5290199999999992,-1.8637599999999992,-1.7898800000000001,-1.4639500000000005
385508,1237667734522757687,218.65065,18.425261,25.0464,21.26679,20.95756,20.90011,20.87794,24.95805,21.28073,20.93835,20.88472,20.89242,3.08042,3.77961,0.3092308,0.05744934,0.02217674,b'QSO',0.08834999999999837,-0.013939999999998065,0.01921000000000106,0.015390000000000015,-0.014480000000002491
175151,1237662301915645271,255.13304,23.658252,23.70182,21.54412,20.44686,20.35516,20.43453,23.56098,21.54352,20.44518,20.37873,20.447,3.803412,2.157707,1.097261,0.0916996,-0.07937813,b'QSO',0.14084000000000074,0.0005999999999986017,0.0016800000000003479,-0.023569999999999425,-0.012470000000000425
317478,1237667212666733121,158.41014,28.262679,22.60357,21.79081,21.6937,21.96417,21.47365,22.3992,21.80178,21.68857,21.94476,21.47551,2.600757,0.8127651,0.09710503,-0.2704716,0.4905205,b'QSO',0.20437000000000083,-0.010970000000000368,0.005130000000001189,0.019410000000000593,-0.001860000000000639
423937,1237657587096092954,36.490218,0.75692508,21.19753,21.2296,21.13454,21.10026,20.59286,21.17243,21.22891,21.13401,21.10674,20.56475,1.907288,-0.03206635,0.09506035,0.03428078,0.5074024,b'QSO',0.0251000000000019,0.0006900000000022999,0.0005300000000012517,-0.006479999999999819,0.028110000000001634
229828,1237658800960110804,169.2043,53.161938,20.53193,20.35833,20.13279,20.12587,20.18432,20.56275,20.37099,20.13684,20.13395,20.18637,1.014077,0.1735954,0.2255459,0.006917953,-0.05845261,b'QSO',-0.030820000000002068,-0.012660000000000338,-0.004049999999999443,-0.008079999999999643,-0.0020500000000005514
424803,1237667736649400511,167.6777,22.800652,22.26303,21.27674,21.08921,21.00271,20.52387,22.13457,21.29668,21.11424,21.02492,20.47314,2.360568,0.9862938,0.1875267,0.08649635,0.4788399,b'QSO',0.12846000000000046,-0.019939999999998292,-0.025029999999997443,-0.022210000000001173,0.05072999999999794
68135,1237660635447361859,128.72371,31.071419,18.83187,18.708,18.51245,18.65236,18.66138,18.83746,18.73549,18.53868,18.68523,18.68574,0.9416238,0.1238689,0.1955414,-0.139904,-0.009025574,b'QSO',-0.005590000000001538,-0.027490000000000236,-0.0262299999999982,-0.03286999999999907,-0.02435999999999794
363129,1237661852006285550,184.97684,45.788537,20.53477,20.50903,20.15975,20.1442,20.11247,20.53761,20.54205,20.18814,20.18559,20.12989,1.190156,0.02574158,0.3492832,0.0155468,0.03173447,b'QSO',-0.0028399999999990655,-0.03302000000000049,-0.02839000000000169,-0.041389999999999816,-0.017420000000001323
308715,1237664670055989617,184.42417,41.254006,21.95393,20.80041,20.51363,20.15945,20.02634,21.91719,20.80581,20.51817,20.16513,20.0313,1.95091,1.153521,0.2867851,0.3541718,0.13311,b'QSO',0.03673999999999822,-0.005400000000001626,-0.004540000000002209,-0.005680000000001684,-0.0049600000000005195
27840,1237651250973376709,233.65346,54.607384,18.98066,18.24122,18.11537,18.03713,17.77671,18.97887,18.23347,18.11032,18.04036,17.7749,2.37761,0.7394428,0.1258507,0.07824135,0.2604179,b'QSO',0.0017899999999997362,0.007749999999997925,0.005049999999997112,-0.003229999999998512,0.0018100000000025318
77601,1237662663760478456,253.78407,17.863634,18.27843,18.17945,18.0281,17.87646,17.63438,18.28318,18.19728,18.03994,17.87391,17.6304,2.114233,0.09898376,0.1513443,0.1516457,0.242075,b'QSO',-0.004750000000001364,-0.017830000000000013,-0.01184000000000296,0.002550000000002939,0.00397999999999854
328321,1237655347279299070,232.95806,50.88163,21.97669,21.13024,21.14417,20.85547,20.31807,21.99006,21.1869,21.19844,20.89355,20.33975,0.6924083,0.8464527,-0.01392937,0.2886982,0.5374012,b'QSO',-0.013369999999998328,-0.05666000000000082,-0.05427000000000248,-0.03808000000000078,-0.02167999999999992
441091,1237665570900804068,242.93156,55.996787,21.22167,20.53954,20.1051,19.57887,19.37435,21.15391,20.5569,20.12032,19.58058,19.39405,1.768774,0.6821251,0.4344368,0.5262318,0.204525,b'QSO',0.06775999999999982,-0.017360000000000042,-0.015219999999999345,-0.0017100000000027649,-0.019700000000000273
388547,1237667253998125800,140.54793,22.392067,22.50158,21.3286,21.27087,20.84788,20.2735,22.5297,21.36846,21.37251,20.97581,20.38809,0.7619995,1.172977,0.05772781,0.4229908,0.574379,b'QSO',-0.028119999999997702,-0.03985999999999734,-0.10163999999999973,-0.1279299999999992,-0.11458999999999975
9475,1237665103283290379,210.8044,32.887598,21.03006,20.54897,20.38255,20.35786,20.17275,21.03534,20.56201,20.40012,20.38312,20.20342,2.42663,0.4810925,0.1664238,0.024683,0.1851158,b'QSO',-0.005280000000002616,-0.013040000000000163,-0.01757000000000275,-0.025260000000002947,-0.03067000000000064
258951,1237660613972787228,167.88934,9.5441306,25.60179,21.27148,21.14173,20.80147,20.86688,25.59336,21.2538,21.13528,20.79951,20.80029,2.761345,4.330307,0.1297512,0.3402557,-0.06541061,b'QSO',0.008430000000000604,0.01768000000000214,0.006449999999997402,0.001959999999996853,0.06658999999999793
149042,1237657596223750632,122.77552,37.939222,22.03895,21.76042,21.72255,21.81794,21.25193,22.09924,21.8462,21.88446,21.87856,21.37999,2.649835,0.2785282,0.03786659,-0.09538651,0.5660057,b'QSO',-0.06029000000000195,-0.08577999999999975,-0.16191000000000244,-0.06062000000000012,-0.12805999999999784
429657,1237668672937329256,151.51284,61.92126,22.25465,21.67286,21.37011,21.42204,20.50042,22.25099,21.71105,21.42152,21.4545,20.62537,0.737446,0.5817852,0.3027534,-0.05192757,0.9216194,b'QSO',0.0036599999999999966,-0.03819000000000017,-0.05141000000000062,-0.03246000000000038,-0.12495000000000189
353484,1237679438809858330,24.25883,-7.383307,20.83017,20.18002,20.06693,20.19695,19.84681,20.81817,20.19414,20.0569,20.18697,19.85752,2.527873,0.6501503,0.1130867,-0.1300201,0.3501415,b'QSO',0.012000000000000455,-0.014120000000001909,0.010030000000000427,0.00998000000000232,-0.010709999999999553
401974,1237662264850710828,208.21978,10.059766,20.34499,20.32821,20.26499,20.44027,20.2093,20.33742,20.34121,20.3003,20.47187,20.21679,0.8871284,0.01677513,0.06322098,-0.1752796,0.2309704,b'QSO',0.007569999999997634,-0.013000000000001677,-0.035309999999999064,-0.03159999999999741,-0.007490000000000663
291409,1237680307475645037,346.4215,27.085639,21.00009,20.83327,20.7005,20.63211,20.48229,21.00164,20.86656,20.71942,20.66943,20.47163,2.139179,0.1668224,0.1327667,0.06839371,0.1498127,b'QSO',-0.001549999999998164,-0.03329000000000093,-0.018919999999997827,-0.03731999999999758,0.010659999999997893
253383,1237674461487235286,136.24127,1.0730731,18.67577,18.56126,18.21865,18.06524,17.63151,18.87606,18.91145,18.7248,18.70204,18.24597,0.278858,0.1145115,0.3426132,0.1534004,0.433733,b'QSO',-0.20028999999999897,-0.3501899999999978,-0.5061499999999981,-0.6368000000000009,-0.6144600000000011
5295,1237656568120082701,330.82411,-0.25329993,19.80182,19.77998,19.7543,19.83414,19.60516,19.81686,19.79645,19.75804,19.85883,19.60192,2.109864,0.02183723,0.02568054,-0.07984161,0.228981,b'QSO',-0.015039999999999054,-0.01647000000000176,-0.0037400000000005207,-0.024689999999999657,0.003240000000001686
222720,1237668290153939302,146.99313,16.703483,20.81038,20.13705,20.17026,20.08271,19.76103,20.77467,20.16323,20.19601,20.10227,19.8059,2.49266,0.6733303,-0.03320885,0.0875473,0.321682,b'QSO',0.03570999999999813,-0.026180000000000092,-0.02575000000000216,-0.01956000000000202,-0.04486999999999952
380259,1237661949178413386,179.29896,11.809217,23.6921,21.47759,21.39419,20.97321,20.75364,23.49213,21.54401,21.48872,21.06794,20.89149,0.7289903,2.214512,0.083395,0.4209805,0.219574,b'QSO',0.19997000000000043,-0.06642000000000081,-0.09453000000000245,-0.09472999999999843,-0.13785000000000025
241932,1237662264327078822,238.52587,6.4139321,24.43487,22.39073,20.49323,19.37198,18.94477,24.31371,23.17324,21.65783,20.5741,19.92933,0.6026922,2.04414,1.897501,1.121254,0.4272041,b'QSO',0.12115999999999971,-0.7825099999999985,-1.1646,-1.2021200000000007,-0.9845600000000019
434306,1237661356467749012,175.36811,46.313813,20.08019,19.59952,19.40222,19.31792,19.14862,20.06953,19.61721,19.39296,19.31497,19.14182,2.369486,0.4806747,0.1972942,0.08430099,0.1692982,b'QSO',0.010660000000001446,-0.01769000000000176,0.009260000000001156,0.0029500000000020066,0.006800000000001916
86285,1237662236942139632,214.02897,8.3320477,19.23617,18.75355,18.31161,17.93559,17.81729,19.6205,19.29751,18.89729,18.53712,18.46753,0.1564126,0.4826221,0.4419384,0.3760262,0.1182995,b'QSO',-0.3843299999999985,-0.5439599999999984,-0.58568,-0.6015300000000003,-0.6502400000000002
120559,1237660027203289838,34.730592,0.84475674,22.27155,21.11001,20.9573,20.82578,20.9483,22.20168,21.12301,20.96416,20.82256,20.99092,1.085078,1.161539,0.15271,0.1315231,-0.1225224,b'QSO',0.06987000000000165,-0.013000000000001677,-0.006859999999999644,0.003220000000002443,-0.042619999999999436
332678,1237653613183500804,135.99794,51.550771,22.2963,21.75055,21.6021,21.38633,21.83784,22.19862,21.82163,21.7285,21.52613,21.86328,1.924245,0.5457497,0.1484509,0.2157688,-0.4515114,b'QSO',0.09768000000000043,-0.07107999999999848,-0.1264000000000003,-0.13979999999999748,-0.025439999999999685
148845,1237654390027519197,117.56425,35.618687,22.81352,22.88701,21.3806,20.55681,20.0126,23.2336,23.65007,21.91837,21.2681,20.68099,0.4074909,-0.07349586,1.506411,0.8237896,0.5442123,b'QSO',-0.4200799999999987,-0.7630599999999994,-0.5377699999999983,-0.7112900000000018,-0.6683900000000023
14084,1237648721212932100,139.27172,-0.01213401,17.67941,17.6195,17.5424,17.59095,17.68393,17.71108,17.63769,17.54811,17.60511,17.68484,1.132971,0.05991173,0.07710075,-0.04855156,-0.09297371,b'QSO',-0.03166999999999831,-0.018190000000000595,-0.005710000000000548,-0.014160000000000394,-0.0009100000000010766
118870,1237661873467359732,154.12729,41.195769,21.30182,20.76996,20.6606,20.63628,20.34054,21.32012,20.81768,20.69692,20.66107,20.34299,2.190816,0.5318584,0.1093636,0.02431679,0.2957363,b'QSO',-0.018299999999999983,-0.04771999999999821,-0.03631999999999991,-0.024789999999999424,-0.002449999999999619
301954,1237669682258379049,352.48731,8.5165539,20.76002,20.33468,20.38201,20.3365,20.11946,20.78087,20.34666,20.39226,20.34186,20.13842,2.424149,0.4253445,-0.04732895,0.04551125,0.2170315,b'QSO',-0.02084999999999937,-0.011980000000001212,-0.010249999999999204,-0.005359999999999587,-0.018959999999999866
6884,1237678920751972477,24.411046,12.731035,21.6818,19.68647,19.3292,19.06989,19.04469,21.66047,19.70042,19.33974,19.08681,19.06595,2.777756,1.995323,0.3572693,0.2593098,0.02519989,b'QSO',0.02132999999999896,-0.01395000000000124,-0.010539999999998884,-0.016919999999998936,-0.02126000000000161
333412,1237657401884016887,142.49394,46.955836,21.53348,21.36534,21.48829,21.02476,20.89897,21.52837,21.40614,21.55354,21.06993,21.0793,1.731094,0.1681385,-0.1229477,0.4635258,0.1257935,b'QSO',0.005110000000001946,-0.040800000000000836,-0.06525000000000247,-0.04516999999999882,-0.18033000000000143
339086,1237678879414944252,11.286432,-3.5336737,22.11643,21.41508,21.33781,21.10136,20.63161,22.15718,21.43959,21.36896,21.11553,20.53782,0.4824156,0.7013493,0.07727432,0.2364445,0.4697552,b'QSO',-0.040749999999999176,-0.024509999999999366,-0.031150000000000233,-0.014170000000000016,0.09378999999999849
65863,1237655370898145487,182.12877,63.295194,20.26993,20.27702,20.27797,19.94447,19.91305,20.30678,20.29072,20.31785,19.97944,19.94962,1.730608,-0.0070858,-0.0009460449,0.3334961,0.03142166,b'QSO',-0.03685000000000116,-0.013700000000000045,-0.03988000000000014,-0.03497000000000128,-0.0365700000000011
416073,1237658313479815576,193.78462,60.859086,21.74105,21.30274,21.27212,21.61247,20.58092,21.7099,21.30756,21.28808,21.61066,20.59442,2.403861,0.4383106,0.03062057,-0.3403511,1.031548,b'QSO',0.031150000000000233,-0.004819999999998714,-0.015959999999999752,0.001809999999998979,-0.013500000000000512
138407,1237668354574451415,260.82639,39.537802,22.76034,21.43072,21.46636,21.66252,21.26249,22.71527,21.43221,21.47244,21.63768,21.24757,2.365686,1.32962,-0.03564072,-0.1961632,0.4000263,b'QSO',0.045069999999999055,-0.0014900000000004354,-0.006079999999997199,0.024840000000001083,0.014920000000000044
233745,1237662193983160573,165.36135,40.243051,21.30625,20.50987,20.43721,20.39323,20.06789,21.31277,20.53366,20.4557,20.41643,20.10271,2.447628,0.796381,0.07265663,0.04398346,0.3253403,b'QSO',-0.006520000000001858,-0.023790000000001754,-0.018489999999999895,-0.02319999999999922,-0.03481999999999985
117368,1237667537457709994,121.22337,11.252094,25.881,21.46578,21.28595,21.17701,20.86032,25.65509,21.57515,21.45803,21.31696,21.04371,3.189213,4.41522,0.1798306,0.1089458,0.3166828,b'QSO',0.22590999999999894,-0.10937000000000197,-0.17208000000000112,-0.13995000000000246,-0.18338999999999928
68893,1237651753490842080,219.7042,1.7284166,23.18884,20.51459,20.02323,19.89891,20.05884,23.04401,20.53448,20.04921,19.92027,20.05578,3.205193,2.67425,0.4913578,0.1243248,-0.1599274,b'QSO',0.1448299999999989,-0.019890000000000185,-0.025979999999997005,-0.021359999999997825,0.003060000000001395
222586,1237662306195145117,229.27993,32.93876,21.81804,20.99374,20.89756,20.84133,20.64484,21.75145,20.992,20.88935,20.82925,20.61975,2.680098,0.8243027,0.09617615,0.05623436,0.1964817,b'QSO',0.06659000000000148,0.0017399999999980764,0.008209999999998274,0.012080000000000979,0.025089999999998724
101541,1237669762259551167,334.27024,6.2205318,24.1743,21.70738,21.17945,20.74048,20.55773,24.13714,21.78341,21.33914,20.82914,20.54831,1.501569,2.466911,0.5279388,0.438961,0.1827583,b'QSO',0.03716000000000008,-0.07602999999999938,-0.15969000000000122,-0.0886599999999973,0.009419999999998652
359671,1237655744020676809,229.16034,5.4899577,19.69317,18.39684,17.4465,16.95124,16.59067,21.073,19.74872,18.93128,18.26936,17.90738,0.174746,1.296328,0.950346,0.4952526,0.3605766,b'QSO',-1.3798300000000019,-1.3518799999999978,-1.4847800000000007,-1.3181200000000004,-1.3167100000000005
97621,1237665225704538248,210.53164,28.81648,19.73885,18.97039,18.11259,17.65672,17.46109,20.31687,19.76902,18.96997,18.52516,18.30637,0.2199575,0.768465,0.8578014,0.4558659,0.1956272,b'QSO',-0.5780200000000022,-0.7986300000000028,-0.8573799999999991,-0.8684399999999997,-0.8452800000000025
29794,1237657607494501216,118.30606,31.275287,23.31214,21.07462,20.6144,20.4988,20.60173,23.12789,21.057,20.61099,20.50078,20.60712,1.068174,2.23752,0.4602222,0.1155968,-0.1029339,b'QSO',0.1842499999999987,0.017620000000000857,0.003409999999998803,-0.0019799999999996487,-0.005389999999998452
79327,1237662302450352618,251.88864,27.676781,20.03358,19.65538,19.49895,19.24088,19.32247,20.03489,19.65527,19.48208,19.23555,19.3113,1.570788,0.3781986,0.156435,0.25807,-0.08159637,b'QSO',-0.0013100000000001444,0.00010999999999938836,0.01687000000000083,0.005330000000000723,0.011169999999999902
2134,1237648703518736435,218.51964,-0.67484571,18.8422,18.81846,18.53485,18.42695,18.52457,18.87082,18.83804,18.53716,18.43278,18.54731,1.380833,0.02373314,0.2836189,0.1078911,-0.09762001,b'QSO',-0.02862000000000009,-0.01957999999999771,-0.0023100000000013665,-0.005829999999999558,-0.022739999999998872
299452,1237668496856777005,178.69645,18.308898,22.16889,21.73413,20.65752,19.62565,19.16708,22.41998,22.05848,21.05198,20.04429,19.55432,0.5364811,0.4347572,1.076611,1.031874,0.4585686,b'QSO',-0.2510899999999978,-0.32434999999999903,-0.3944599999999987,-0.4186399999999999,-0.387240000000002
92204,1237663531340398811,146.77034,65.71727,18.86454,18.54398,17.95811,17.57647,17.38367,19.2299,18.95041,18.45671,18.12303,17.96578,0.2242449,0.3205566,0.5858688,0.3816471,0.1927986,b'QSO',-0.365359999999999,-0.4064300000000003,-0.4985999999999997,-0.5465599999999995,-0.5821100000000001
50819,1237667541754052946,150.91954,21.01303,20.33184,20.28156,20.39724,20.38856,20.14643,20.33918,20.29577,20.4019,20.39858,20.16456,2.053392,0.05028152,-0.1156769,0.008682251,0.2421246,b'QSO',-0.007339999999999236,-0.014210000000002054,-0.004660000000001219,-0.010020000000000806,-0.018130000000002866
436550,1237658204514418809,195.11526,49.36777,19.96496,19.554,19.64565,19.59495,19.44454,19.97682,19.58714,19.65311,19.59766,19.43024,2.22327,0.4109592,-0.09165192,0.05070305,0.1504097,b'QSO',-0.01185999999999865,-0.033140000000003056,-0.0074600000000017985,-0.0027100000000004343,0.014299999999998647
21093,1237651495761019410,126.34294,51.446669,25.59399,22.60645,21.0209,20.15213,19.57831,25.10672,22.90177,21.4967,20.68744,20.17021,1.138708,2.987539,1.58555,0.8687744,0.5738125,b'QSO',0.4872700000000023,-0.29532000000000025,-0.47579999999999956,-0.5353099999999991,-0.5919000000000025
154981,1237661070861533315,155.98031,14.154802,21.4037,20.7781,20.2949,20.40543,20.3002,21.39659,20.7595,20.2786,20.39423,20.30712,1.126113,0.6256008,0.483202,-0.1105347,0.1052361,b'QSO',0.007110000000000838,0.018599999999999284,0.01629999999999754,0.011199999999998766,-0.006920000000000925
