,objid,ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,mag_u,mag_g,mag_r,mag_i,mag_z,spec_z,u_g_color,g_r_color,r_i_color,i_z_color,class,diff_u,diff_g,diff_r,diff_i,diff_z
200453,1237667255089627310,185.21386,30.64084,21.34636,19.9476,19.76113,19.70567,19.59102,21.32034,19.96796,19.76152,19.70197,19.60441,2.868957,1.398762,0.1864719,0.05546188,0.114645,b'QSO',0.026019999999999044,-0.020360000000000156,-0.00038999999999944635,0.003700000000002035,-0.013390000000001123
200454,1237667255089627432,185.16828,30.834921,21.38283,20.83205,20.66901,20.60667,20.41871,21.3397,20.81803,20.66843,20.5839,20.41081,2.219265,0.5507813,0.1630325,0.0623436,0.1879616,b'QSO',0.04312999999999789,0.01401999999999859,0.0005799999999993588,0.02277000000000129,0.007899999999999352
200455,1237667255626563932,185.29559,31.223772,22.9675,21.57093,21.62768,21.81227,21.66042,22.78687,21.61073,21.72687,21.90281,21.68328,2.803307,1.39657,-0.05674934,-0.1845951,0.1518555,b'QSO',0.18063000000000073,-0.03979999999999961,-0.09919000000000011,-0.09053999999999718,-0.022860000000001435
200456,1237665328778707278,185.18881,31.38024,22.7777,21.99095,21.93793,21.88836,21.48611,22.47358,21.97662,21.91951,21.87986,21.43669,4.633471,0.7867546,0.05302048,0.04956245,0.4022541,b'QSO',0.30412000000000106,0.014330000000001064,0.018420000000002545,0.008499999999997954,0.04942000000000135
200457,1237665328778641516,185.06548,31.320324,19.88215,19.07281,19.09246,19.07664,18.9157,19.87109,19.08928,19.09711,19.08853,18.92683,2.721774,0.8093472,-0.01965904,0.01582909,0.1609325,b'QSO',0.011060000000000514,-0.01646999999999821,-0.004650000000001597,-0.011889999999997514,-0.011129999999997864
200458,1237667212140085566,185.1856,30.566353,21.84586,21.16058,21.10555,20.96372,20.37733,21.82129,21.15489,21.08976,20.96004,20.3375,2.293294,0.6852722,0.05503654,0.1418304,0.5863876,b'QSO',0.024569999999997094,0.005689999999997752,0.015790000000002635,0.0036799999999992394,0.03983000000000203
200459,1237667255089627423,185.14746,30.66006,22.21362,21.76921,21.62409,21.52143,21.4282,22.16405,21.77357,21.62337,21.52388,21.41856,0.5444916,0.4444084,0.1451187,0.1026554,0.09323502,b'QSO',0.049569999999999226,-0.004359999999998365,0.0007199999999976114,-0.002449999999999619,0.009640000000000981
200460,1237667212140085645,185.06103,30.560919,25.29791,21.91815,21.55338,22.02578,21.89565,25.12584,21.98458,21.61539,22.14678,21.85002,2.856188,3.379761,0.3647633,-0.4723969,0.1301346,b'QSO',0.1720700000000015,-0.06643000000000043,-0.06201000000000079,-0.12099999999999866,0.04562999999999917
200461,1237667254552756485,185.17131,30.229316,21.35555,20.63491,20.535,20.27965,19.91555,21.29456,20.65701,20.60235,20.35114,19.98934,2.276055,0.7206326,0.09991646,0.2553463,0.3641052,b'QSO',0.06099000000000032,-0.022099999999998232,-0.06735000000000113,-0.07149000000000072,-0.07378999999999891
200462,1237667255089496461,184.90996,30.830641,20.58144,20.19827,20.16685,19.89543,19.75679,20.66759,20.22466,20.21738,19.96549,19.78601,0.4664628,0.383173,0.03141594,0.2714214,0.1386395,b'QSO',-0.08614999999999995,-0.026389999999999247,-0.05052999999999841,-0.07005999999999801,-0.029220000000002244
200463,1237667255626432651,185.03652,31.240404,21.55223,19.87063,19.64359,19.54424,19.64402,21.40316,19.8807,19.6624,19.55935,19.65897,3.019565,1.681606,0.2270412,0.09934044,-0.09977341,b'QSO',0.1490700000000018,-0.010070000000002466,-0.018810000000001992,-0.015109999999999957,-0.014949999999998909
200464,1237667212676890801,184.9606,30.897406,21.32516,20.79993,20.56282,20.42094,20.80517,21.32996,20.80131,20.55471,20.42379,20.73284,1.39375,0.5252247,0.237114,0.1418781,-0.3842297,b'QSO',-0.004799999999999471,-0.001380000000001047,0.008109999999998507,-0.002849999999998687,0.0723300000000009
200465,1237667255626433004,185.03376,31.052662,23.89668,21.3865,20.28153,20.06318,19.85339,23.64092,21.40747,20.31468,20.10827,19.88474,3.505462,2.510187,1.104967,0.2183495,0.2097931,b'QSO',0.25575999999999866,-0.02096999999999838,-0.033149999999999125,-0.04509000000000185,-0.03134999999999977
200466,1237667212676890776,184.89002,31.045467,21.26621,20.63352,20.22634,20.20904,20.1469,21.19059,20.63077,20.22657,20.21132,20.17065,1.045519,0.6326942,0.4071827,0.01729584,0.06213951,b'QSO',0.07562000000000069,0.0027500000000024727,-0.00022999999999839815,-0.0022799999999989495,-0.023749999999999716
200467,1237667255626367745,184.9142,31.16045,22.90224,21.91356,21.98097,22.08085,21.31203,22.92068,21.99413,22.08443,22.16729,21.25146,2.812201,0.9886799,-0.06741905,-0.09987259,0.7688179,b'QSO',-0.01844000000000179,-0.08056999999999803,-0.10346000000000188,-0.08643999999999963,0.06056999999999846
200468,1237665429701263658,197.24771,30.159199,21.87932,21.01975,20.8406,20.73069,20.29074,21.93526,21.04921,20.87661,20.78661,20.31994,2.230439,0.8595638,0.1791573,0.109911,0.4399471,b'QSO',-0.05593999999999966,-0.029460000000000264,-0.036010000000000986,-0.055920000000000414,-0.02919999999999945
200469,1237665443127296297,197.39294,30.315781,21.75277,21.24141,21.42768,21.11643,21.17263,21.6969,21.25359,21.42555,21.14109,21.19942,1.569456,0.5113621,-0.1862698,0.3112488,-0.05619431,b'QSO',0.05587000000000231,-0.012180000000000746,0.0021299999999975228,-0.02465999999999724,-0.026789999999998315
200470,1237665430238003431,197.01535,30.56303,21.24928,20.4531,20.37317,20.2551,20.23925,21.23971,20.45269,20.381,20.25351,20.25572,2.797132,0.7961788,0.07992744,0.1180725,0.01585007,b'QSO',0.009570000000000078,0.0004099999999986892,-0.007830000000002002,0.0015900000000002024,-0.01647000000000176
200471,1237665430238003428,197.03021,30.689555,20.98092,20.61164,19.79167,19.05612,18.77515,21.89522,21.51766,20.70974,19.98171,19.7583,0.6131765,0.3692894,0.8199673,0.735548,0.2809715,b'QSO',-0.9142999999999972,-0.906019999999998,-0.9180700000000002,-0.9255899999999997,-0.9831499999999984
200472,1237665328783229072,197.24953,30.755166,20.65296,19.88081,19.50415,19.18516,19.0246,20.67925,19.92577,19.53397,19.24679,19.04883,0.7388397,0.7721481,0.3766613,0.3189907,0.1605568,b'QSO',-0.02628999999999948,-0.04495999999999967,-0.029820000000000846,-0.06163000000000096,-0.024229999999999308
200473,1237665430238068944,197.16563,30.622051,21.5239,20.87541,20.83522,20.71917,20.4363,21.57238,20.99249,20.97053,20.85874,20.63651,0.7314551,0.6484928,0.04018593,0.1160583,0.2828693,b'QSO',-0.04847999999999786,-0.1170800000000014,-0.13531000000000049,-0.13957000000000264,-0.200210000000002
200474,1237665225699361390,197.14572,30.951085,23.13193,22.45614,21.26715,20.81771,20.47726,23.03958,22.47441,21.26807,20.82192,20.47906,0.2523177,0.6757832,1.18899,0.4494381,0.3404541,b'QSO',0.09234999999999971,-0.018269999999997566,-0.000920000000000698,-0.004209999999996938,-0.0017999999999993577
200475,1237665329320099958,197.26349,31.107385,20.48955,19.95666,19.88253,19.93277,19.47071,20.49564,19.97638,19.90558,19.96591,19.49495,0.7296054,0.5328903,0.0741291,-0.05024147,0.4620609,b'QSO',-0.006090000000000373,-0.019719999999999516,-0.023050000000001347,-0.0331399999999995,-0.02423999999999893
200476,1237665442590294181,197.04589,29.9404,21.51742,21.01973,20.68472,20.70891,20.91553,21.57282,21.08247,20.76603,20.81192,20.95243,2.575293,0.4976845,0.3350086,-0.02418327,-0.2066231,b'QSO',-0.055399999999998784,-0.06274000000000157,-0.08131000000000199,-0.10301000000000116,-0.03689999999999927
200477,1237665442590359556,197.08528,29.936214,21.14044,20.62473,20.54046,20.54383,20.07724,21.12277,20.61851,20.53715,20.56691,20.07371,2.240018,0.5157146,0.08426666,-0.003368378,0.4665928,b'QSO',0.017670000000002517,0.006219999999999004,0.003309999999999036,-0.02308000000000021,0.0035300000000013654
200478,1237665429701197848,197.12366,30.094174,17.29504,16.87646,16.76334,16.7923,16.64906,17.2951,16.88031,16.75795,16.79495,16.64427,0.8082374,0.4185753,0.113121,-0.02896118,0.14324,b'QSO',-6.000000000128125e-05,-0.003849999999999909,0.005389999999998452,-0.002649999999999153,0.00478999999999985
200479,1237665429701198028,197.09629,30.078961,21.43171,20.84856,20.80383,20.77593,20.54147,21.52496,20.89893,20.86221,20.84015,20.6741,0.8359494,0.5831547,0.04473305,0.02789116,0.2344646,b'QSO',-0.09325000000000117,-0.050370000000000914,-0.058379999999999654,-0.06422000000000239,-0.13262999999999892
200480,1237665429164327033,197.07114,29.689741,20.27072,19.76942,19.4268,19.15508,18.9034,20.30292,19.7876,19.45832,19.18971,18.93343,2.037432,0.5012932,0.3426266,0.2717152,0.2516823,b'QSO',-0.03219999999999956,-0.018180000000000973,-0.03152000000000044,-0.03462999999999994,-0.03003
200481,1237665429701132932,197.02443,30.105638,22.41201,21.83944,21.61857,21.92819,21.46227,22.43336,21.96707,21.75148,21.92599,21.5374,2.165641,0.5725727,0.2208691,-0.3096218,0.4659271,b'QSO',-0.021350000000001756,-0.1276299999999999,-0.13291000000000253,0.002200000000001978,-0.07513000000000147
200482,1237665443127165334,197.0372,30.432579,22.68839,21.66637,21.27236,21.36259,20.52504,22.63019,21.71833,21.32952,21.40308,20.54596,1.045865,1.022018,0.3940048,-0.09022331,0.8375435,b'QSO',0.05819999999999936,-0.051960000000001116,-0.057159999999999656,-0.04048999999999836,-0.02092000000000027
200483,1237665226772840706,196.42128,31.981746,22.0975,20.92038,20.78786,20.76627,20.52734,22.01027,20.90834,20.78358,20.76006,20.52206,2.689287,1.177113,0.1325226,0.02159119,0.2389336,b'QSO',0.0872300000000017,0.012040000000002493,0.004279999999997841,0.006209999999999383,0.005279999999999063
200484,1237665329856643279,196.45547,31.747517,20.79415,20.44041,20.12826,19.89174,19.48342,20.8316,20.49862,20.22082,19.99819,19.58139,0.8773902,0.3537331,0.312149,0.2365208,0.4083195,b'QSO',-0.037450000000003314,-0.058209999999998985,-0.09255999999999887,-0.10645000000000238,-0.09797000000000011
200485,1237665226772840703,196.40724,31.872497,21.95318,21.00385,20.8706,21.0566,20.64011,22.02297,21.04868,20.92965,21.10841,20.65002,2.562083,0.9493351,0.1332455,-0.1859951,0.4164906,b'QSO',-0.06979000000000113,-0.044830000000001036,-0.05904999999999916,-0.05180999999999969,-0.009910000000001418
200486,1237665226772840599,196.52609,31.90807,20.52183,20.16158,20.04006,19.92984,19.65153,20.52221,20.21363,20.11085,20.00787,19.71691,0.3934401,0.3602505,0.1215248,0.1102142,0.2783127,b'QSO',-0.0003799999999998249,-0.05204999999999771,-0.0707899999999988,-0.07803000000000182,-0.06537999999999755
200487,1237665330930319541,196.43759,32.578931,20.89701,20.49205,20.52742,20.3916,20.246,20.91827,20.52809,20.56281,20.42987,20.28353,1.650215,0.4049644,-0.03536797,0.1358185,0.1455975,b'QSO',-0.021259999999998058,-0.03603999999999985,-0.03538999999999959,-0.03827000000000069,-0.037530000000000285
200488,1237665330930253912,196.34855,32.531353,20.04897,19.54501,19.56396,19.58793,19.34361,20.04615,19.5748,19.58091,19.59761,19.35693,2.34478,0.5039597,-0.01894951,-0.02397728,0.2443199,b'QSO',0.0028199999999998226,-0.02978999999999843,-0.0169499999999978,-0.009679999999999467,-0.013319999999996668
200489,1237665227846582725,196.53689,32.728624,22.36604,21.56128,21.69445,21.55738,21.68569,22.47173,21.66938,21.8053,21.67724,21.63026,2.230892,0.8047638,-0.133173,0.1370678,-0.1283054,b'QSO',-0.10568999999999917,-0.10810000000000031,-0.11084999999999923,-0.11986000000000274,0.0554300000000012
200490,1237665227309580434,196.25081,32.217378,20.29614,19.90654,19.89512,19.9274,19.71973,20.27796,19.93307,19.91449,19.94191,19.76902,2.386971,0.3896046,0.01141739,-0.03227615,0.2076645,b'QSO',0.018180000000000973,-0.026530000000001053,-0.019370000000002108,-0.014510000000001355,-0.04929000000000272
200491,1237665227309580743,196.17716,32.42261,22.60239,21.55339,21.66541,21.43265,21.08904,22.59957,21.63036,21.79556,21.54208,21.11423,2.479223,1.048996,-0.1120186,0.2327671,0.3436108,b'QSO',0.0028199999999998226,-0.07696999999999932,-0.13014999999999688,-0.1094299999999997,-0.02518999999999849
200492,1237665226772644634,195.99608,31.812935,22.90601,22.40186,21.00063,19.81882,19.49153,23.43305,22.87319,21.54438,20.45089,20.15252,0.6051708,0.5041504,1.401236,1.181805,0.3272953,b'QSO',-0.5270400000000031,-0.4713300000000018,-0.5437499999999993,-0.6320700000000024,-0.6609899999999982
200493,1237665226235773078,195.98526,31.574671,20.33843,19.33371,19.20362,19.13769,19.09288,20.32576,19.34377,19.21054,19.15071,19.08002,2.721717,1.004725,0.130085,0.06592941,0.04481316,b'QSO',0.012669999999999959,-0.010059999999999292,-0.006920000000000925,-0.01302000000000092,0.012859999999999872
200494,1237665226772709549,196.16639,31.889277,19.2585,18.5754,18.32531,18.34768,18.22283,19.27066,18.60694,18.3425,18.3614,18.24571,0.8704879,0.6831017,0.2500954,-0.02236938,0.1248512,b'QSO',-0.01215999999999795,-0.03154000000000323,-0.017189999999999372,-0.013719999999999288,-0.022880000000000678
200495,1237665329856446640,196.07586,31.743621,20.46656,20.04177,20.09767,20.07442,19.785,20.48253,20.05504,20.11799,20.09288,19.8179,0.7383103,0.4247913,-0.05590248,0.02325439,0.2894192,b'QSO',-0.015969999999999374,-0.013270000000002113,-0.020319999999998117,-0.01846000000000103,-0.032900000000001484
200496,1237665226772709645,196.14047,31.929384,21.79477,20.83659,20.87011,20.94516,20.52871,21.84238,20.97501,21.04602,21.10291,20.62317,2.362777,0.9581795,-0.03351784,-0.07505608,0.4164524,b'QSO',-0.04760999999999882,-0.13842,-0.17590999999999823,-0.15775000000000006,-0.09445999999999799
200497,1237665226772709457,196.05645,32.006647,23.66366,19.87554,19.43848,19.26681,19.35398,23.55075,19.88507,19.4411,19.25687,19.35262,3.258177,3.788116,0.437067,0.1716671,-0.08717155,b'QSO',0.1129099999999994,-0.00952999999999804,-0.0026200000000002888,0.009940000000000282,0.0013599999999982515
200498,1237665330930188350,196.09217,32.595611,20.82105,20.07661,20.04779,19.98036,19.7867,20.81884,20.0777,20.04603,19.97409,19.77872,2.283359,0.7444382,0.02882195,0.06743431,0.1936607,b'QSO',0.002209999999998047,-0.0010900000000013677,0.001760000000000872,0.006270000000000664,0.007979999999999876
200499,1237665023835439269,196.26356,33.480137,21.9783,21.07322,21.03373,21.0144,20.86443,21.93065,21.05766,21.02703,20.9914,20.84762,2.57585,0.9050846,0.03948975,0.01933289,0.1499653,b'QSO',0.04765000000000086,0.015560000000000684,0.006699999999998596,0.022999999999999687,0.016809999999999548
200500,1237665228383322359,196.26642,33.065763,22.26516,20.85561,20.84288,21.08303,20.926,22.15259,20.8316,20.8065,21.08564,20.85894,2.459635,1.409546,0.01272583,-0.2401428,0.1570282,b'QSO',0.11257000000000161,0.024009999999996978,0.03638000000000119,-0.0026100000000006673,0.0670599999999979
200501,1237665331467124853,196.3873,32.921716,19.2226,18.65742,18.42276,18.39791,18.23864,19.20493,18.66447,18.42242,18.39083,18.25469,3.416246,0.5651855,0.2346535,0.02484894,0.1592693,b'QSO',0.017669999999998964,-0.007050000000003109,0.00034000000000133923,0.007079999999998421,-0.016049999999999898
200502,1237665024372310110,196.30317,33.931002,20.48946,19.6182,19.169,19.15432,19.17556,20.44644,19.62137,19.16791,19.15525,19.19016,1.457904,0.871254,0.4492073,0.01468086,-0.02124596,b'QSO',0.04302000000000206,-0.0031699999999972306,0.0010900000000013677,-0.0009300000000003195,-0.014599999999997948
200503,1237665127474332471,196.37524,33.636859,22.72055,21.71235,21.66602,21.68985,21.30384,22.52443,21.74301,21.64569,21.70011,21.29492,2.602579,1.008198,0.04633331,-0.02383232,0.3860092,b'QSO',0.19612000000000052,-0.03066000000000102,0.02033000000000129,-0.010259999999998826,0.008919999999999817
