objid,ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,mag_u,mag_g,mag_r,mag_i,mag_z,spec_z,u_g_color,g_r_color,r_i_color,i_z_color,class,diff_u,diff_g,diff_g1,diff_i,diff_z
1237648721216405657,147.24805,-0.035723556,19.92408,17.75023,16.76577,16.31368,15.98227,21.0404,19.02146,18.03189,17.63901,17.28919,0.08419658,2.173847,0.984457,0.4520931,0.3314085,GALAXY,-1.116318,-1.271233,-1.266117,-1.325329,-1.306914
1237648721216274720,146.92403,-0.10514302,23.7651,20.41189,18.60511,17.97406,17.66566,23.76242,21.48446,19.66513,19.17169,18.82085,0.3275724,3.353209,1.80678,0.6310501,0.308403,GALAXY,0.00267601,-1.072573,-1.060022,-1.197628,-1.155197
1237650795683446969,146.9201,-0.30646208,19.41834,18.03791,17.10992,16.70166,16.41131,20.86501,19.79343,18.81922,18.41781,18.10752,0.1314801,1.380424,0.9279976,0.4082584,0.2903519,GALAXY,-1.446667,-1.755512,-1.709305,-1.716152,-1.696211
1237650796220514489,147.32951,0.028902695,17.59556,16.01916,15.31942,14.94442,14.66613,19.76252,18.20831,17.44802,17.07813,16.77753,0.04808582,1.576405,0.6997318,0.374999,0.2782965,GALAXY,-2.16696,-2.189154,-2.128597,-2.133708,-2.111404
1237650795683512955,147.08969,-0.26650926,24.22258,21.01025,19.2916,18.66112,18.2066,24.17756,21.5875,19.87928,19.27138,18.83974,0.3829364,3.21233,1.718651,0.6304817,0.4545174,GALAXY,0.04502487,-0.5772457,-0.5876789,-0.6102619,-0.6331425
1237650795683578031,147.17639,-0.35405684,18.00111,16.93112,16.50024,16.31557,16.15693,20.29854,19.25209,18.98979,18.86024,18.71744,0.006282841,1.06999,0.4308796,0.1846733,0.1586323,GALAXY,-2.297434,-2.320972,-2.48955,-2.544676,-2.560505
1237648721216340148,147.11461,-0.16521837,20.52856,18.59334,17.2839,16.80671,16.4431,21.68602,19.9043,18.58176,18.20843,17.86092,0.2040574,1.935219,1.309443,0.4771881,0.3636093,GALAXY,-1.157461,-1.310955,-1.297857,-1.401716,-1.417814
1237650795683578073,147.22569,-0.29262062,19.81996,17.77275,16.90096,16.47925,16.17301,21.57115,19.91526,19.02632,18.5832,18.25409,0.1336352,2.047211,0.8717957,0.4217014,0.3062458,GALAXY,-1.751192,-2.142511,-2.125364,-2.103951,-2.081079
1237650794609180882,145.68613,-1.2440377,20.26422,18.18134,17.06187,16.60664,16.24655,21.32911,19.37077,18.29676,17.79173,17.43793,0.1480799,2.08288,1.119473,0.4552326,0.3600864,GALAXY,-1.064894,-1.189432,-1.234896,-1.185095,-1.19138
1237655178159915217,145.63394,-1.0506031,19.68568,17.99028,17.01146,16.53136,16.17628,20.77058,19.28116,18.31961,17.86926,17.53106,0.1432976,1.695402,0.978817,0.4801006,0.3550835,GALAXY,-1.0849,-1.290886,-1.308149,-1.337896,-1.354786
1237650795146051757,145.67849,-0.79140064,20.85218,18.71256,17.61083,17.16377,16.78563,21.48792,19.43526,18.39261,17.95404,17.53573,0.1491852,2.139616,1.101736,0.447052,0.3781452,GALAXY,-0.6357384,-0.7226963,-0.7817822,-0.7902699,-0.750103
1237650794609246396,145.76792,-1.074726,17.63397,16.36376,15.77198,15.4583,15.25326,20.61351,19.37856,18.85764,18.42892,18.22772,0.06249849,1.27021,0.5917749,0.3136854,0.2050419,GALAXY,-2.979538,-3.014801,-3.085654,-2.970617,-2.974466
1237648720141943050,145.61886,-0.97268613,19.31487,17.90433,17.15848,16.75539,16.53269,21.17434,19.65905,18.73898,18.40301,18.09609,0.1527078,1.410545,0.7458477,0.4030857,0.2227039,GALAXY,-1.85947,-1.754721,-1.5805,-1.647615,-1.563404
1237648720141943100,145.68114,-0.86722346,18.42683,16.51367,15.63407,15.25332,14.94248,20.01818,18.09105,17.1826,16.84402,16.53151,0.06759457,1.913158,0.8795958,0.3807516,0.3108416,GALAXY,-1.591352,-1.577383,-1.548524,-1.590694,-1.589026
1237650794609180823,145.59655,-1.2053233,19.38139,19.02659,18.70603,18.46922,18.78478,19.54228,19.2404,18.95221,18.70367,19.04168,0.1473114,0.3547974,0.3205605,0.2368145,-0.3155613,GALAXY,-0.1608963,-0.2138062,-0.2461834,-0.2344532,-0.2569027
1237648720141943148,145.61421,-0.86576193,23.31661,20.27953,18.46352,17.88983,17.56875,24.00491,21.19229,19.41842,18.88882,18.5551,0.3456734,3.037073,1.81601,0.5736961,0.3210793,GALAXY,-0.688303,-0.9127541,-0.9549007,-0.9989967,-0.9863529
1237650795146117231,145.75413,-0.75339419,19.99213,18.20156,17.13299,16.62837,16.20055,21.19415,19.39781,18.43735,17.88541,17.42036,0.09848519,1.790571,1.068569,0.5046177,0.4278278,GALAXY,-1.202023,-1.196247,-1.304361,-1.257032,-1.219818
1237648720141943039,145.5822,-0.89274307,19.71125,17.9069,17.0139,16.61963,16.29155,21.07035,19.21137,18.27398,17.90509,17.5793,0.0983509,1.804354,0.8930016,0.394268,0.3280849,GALAXY,-1.359093,-1.304466,-1.260086,-1.285458,-1.287754
1237650795146051731,145.64525,-0.81551887,20.30025,18.39823,17.34371,16.89902,16.56764,21.35948,19.51479,18.53247,18.10683,17.7057,0.14551,1.902027,1.054516,0.4446926,0.3313808,GALAXY,-1.059231,-1.116564,-1.188763,-1.207817,-1.13806
1237650795146051733,145.64788,-0.77176336,17.55043,16.40819,15.9763,15.78428,15.68201,20.15677,19.08568,18.81491,18.65946,18.42254,0.02165231,1.142237,0.4318981,0.1920118,0.102273,GALAXY,-2.606342,-2.677485,-2.838614,-2.875176,-2.740528
1237650795146117247,145.75973,-0.81389214,18.47319,16.7497,15.94349,15.5086,15.21579,19.5126,17.79719,17.09704,16.62237,16.29426,0.06763429,1.723492,0.8062029,0.4348936,0.2928066,GALAXY,-1.039413,-1.047493,-1.153546,-1.113768,-1.078465
1237650795146051795,145.70894,-0.74767797,19.55876,17.72,16.89523,16.54691,16.24888,20.48751,18.60415,17.85196,17.51506,17.18221,0.07156569,1.838758,0.8247681,0.3483238,0.298027,GALAXY,-0.9287491,-0.8841496,-0.9567242,-0.9681568,-0.9333248
1237648720678879482,145.78109,-0.60534054,19.7645,17.93101,16.94678,16.5357,16.23913,21.64427,19.96884,18.94263,18.58433,18.28895,0.1425823,1.83349,0.9842262,0.4110813,0.2965679,GALAXY,-1.87977,-2.037828,-1.995842,-2.04863,-2.04982
1237650795146052282,145.70728,-0.67774657,22.25973,20.86341,19.2136,18.60893,18.31423,22.82287,21.76963,20.19057,19.57588,19.28776,0.4019251,1.396315,1.649813,0.6046715,0.2947025,GALAXY,-0.5631428,-0.9062176,-0.9769707,-0.9669514,-0.9735355
1237648721215750297,145.74475,-0.076351718,17.69642,16.70417,16.29718,15.99473,15.87517,19.57179,18.65829,18.44828,18.20204,18.13955,0.06259136,0.9922428,0.4069939,0.3024502,0.1195574,GALAXY,-1.875374,-1.954113,-2.151098,-2.207306,-2.26438
1237648721215684769,145.6012,-0.001388682,19.14202,17.68146,16.98766,16.53485,16.31841,20.80233,19.49921,18.74072,18.26833,18.09658,0.1458226,1.46056,0.6938038,0.4528103,0.2164364,GALAXY,-1.660305,-1.817751,-1.753059,-1.733482,-1.778168
1237648721215750163,145.73722,-0.061008544,19.85526,17.95451,16.91742,16.45425,16.12873,21.34555,19.34958,18.36855,17.94906,17.66193,0.1439173,1.900745,1.03709,0.4631729,0.3255215,GALAXY,-1.490295,-1.395071,-1.45113,-1.494806,-1.533201
1237650796219793563,145.66949,0.11167288,20.03876,18.35372,17.3523,16.92629,16.56705,21.01247,19.26824,18.34209,17.89224,17.52156,0.1247047,1.68504,1.001427,0.4260044,0.3592415,GALAXY,-0.9737034,-0.9145164,-0.9897938,-0.9659462,-0.9545059
1237650796219794169,145.71827,0.069322999,21.7042,20.89272,19.07781,18.10978,17.69745,22.93558,22.20257,20.45699,19.50731,19.13677,0.5156041,0.8114719,1.814913,0.9680309,0.4123306,GALAXY,-1.231384,-1.309849,-1.379175,-1.397532,-1.439323
1237648721215684828,145.68939,-0.011335705,19.60534,18.3114,17.67152,17.25901,17.03535,20.97101,19.77885,19.13725,18.82837,18.69808,0.09768173,1.293941,0.6398754,0.4125156,0.2236557,GALAXY,-1.365671,-1.467449,-1.465721,-1.569361,-1.662725
1237648721215750275,145.70269,-0.048527481,18.24235,17.12434,16.65822,16.32908,16.23044,20.36273,19.17489,18.79339,18.51647,18.43499,0.09832241,1.118006,0.4661236,0.3291359,0.09863663,GALAXY,-2.120388,-2.050554,-2.135178,-2.187391,-2.20455
1237648721215684759,145.59828,-0.20219947,18.87803,17.47824,16.82009,16.417,16.16438,20.72519,19.41903,18.71423,18.39285,18.14329,0.09113582,1.399796,0.6581535,0.4030895,0.2526112,GALAXY,-1.847155,-1.940796,-1.89414,-1.975855,-1.978909
1237650795682922576,145.64341,-0.3001479,22.54542,21.81326,21.28872,21.28924,20.08591,22.31842,21.50962,21.04435,21.09399,20.10539,0.1254306,0.7321682,0.5245304,-0.0005149841,1.203329,GALAXY,0.2270031,0.3036346,0.244379,0.1952496,-0.01948357
1237648720678814213,145.63696,-0.45449248,22.02192,20.50744,18.71705,18.1673,17.79254,22.71264,21.4151,19.63317,19.12233,18.74971,0.3580701,1.514481,1.790392,0.5497551,0.374754,GALAXY,-0.6907177,-0.9076576,-0.9161167,-0.9550362,-0.9571667
1237648720678879348,145.72206,-0.52713707,20.61212,18.65502,17.52308,17.06188,16.7416,21.28893,19.57195,18.43229,18.01707,17.72869,0.1640542,1.957096,1.131939,0.4612045,0.3202782,GALAXY,-0.6768112,-0.9169292,-0.9092102,-0.9551964,-0.987093
1237648721215750320,145.77842,-0.13455067,20.68524,18.58779,17.48352,17.01834,16.66859,21.77559,19.58963,18.58019,18.17555,17.83475,0.1451567,2.09745,1.104277,0.4651718,0.3497524,GALAXY,-1.090349,-1.001837,-1.09667,-1.157207,-1.166155
1237648704023757044,145.80121,-0.21112851,20.56326,18.68606,17.61723,17.0813,16.65905,21.61848,19.66646,18.57463,18.06225,17.62974,0.1448559,1.877199,1.068832,0.5359287,0.4222546,GALAXY,-1.055218,-0.9803963,-0.9573975,-0.9809475,-0.9706936
1237648720682287794,153.58318,-0.57832812,23.13604,20.56924,18.71048,18.09117,17.63981,23.57634,22.18969,20.33471,19.79398,19.26151,0.3554933,2.566801,1.858763,0.6193085,0.4513569,GALAXY,-0.4402924,-1.620451,-1.624228,-1.702812,-1.621698
1237651800698782022,153.60098,-0.29062279,20.32143,18.3796,17.48792,17.13848,16.79825,20.94648,19.06361,18.22388,17.90496,17.54445,0.09557392,1.941832,0.8916779,0.3494415,0.340229,GALAXY,-0.6250496,-0.6840096,-0.7359619,-0.7664833,-0.7462006
1237648720682287308,153.58794,-0.50768789,19.81277,17.93858,16.99291,16.58504,16.22452,20.6848,18.91922,17.96767,17.63946,17.2258,0.09566937,1.874199,0.9456692,0.4078712,0.3605175,GALAXY,-0.8720207,-0.9806404,-0.9747639,-1.054424,-1.00128
1237648721219158172,153.52434,-0.12714567,18.52353,17.48012,17.23221,17.05196,16.95674,20.72084,19.84093,19.63399,19.65048,19.44353,0.0463312,1.043409,0.2479095,0.180254,0.09521484,GALAXY,-2.197315,-2.360813,-2.401781,-2.598526,-2.486784
1237648721219092609,153.46334,-0.18847764,21.49245,18.90369,17.38039,16.84553,16.46203,22.45011,20.2055,18.73347,18.26995,17.88008,0.2711993,2.58876,1.523304,0.5348625,0.3834991,GALAXY,-0.9576569,-1.301807,-1.353085,-1.424421,-1.418053
1237648721219158147,153.50277,-0.15236197,19.73682,17.75712,16.80683,16.39373,16.03136,21.04449,19.17947,18.27359,17.98071,17.60969,0.09868158,1.979698,0.9502888,0.4130955,0.3623734,GALAXY,-1.307678,-1.422356,-1.466759,-1.586973,-1.578325
1237648721219092632,153.47426,-0.15483291,18.56215,16.47071,15.46885,15.05659,14.72635,20.37881,18.27891,17.37893,17.05155,16.71774,0.098474,2.091448,1.001854,0.4122677,0.3302393,GALAXY,-1.81665,-1.808199,-1.910082,-1.994963,-1.991397
1237648720145285165,153.29021,-0.96854546,19.25342,17.26739,16.49764,16.09269,15.81286,20.87827,18.97843,18.24816,17.81936,17.45699,0.04518585,1.986031,0.7697411,0.404953,0.2798271,GALAXY,-1.624859,-1.711046,-1.750511,-1.726664,-1.644125
1237648720145350851,153.34833,-0.89277032,18.69146,16.85045,16.04431,15.65519,15.37759,20.05532,18.19402,17.46985,17.132,16.79855,0.04541563,1.841011,0.8061428,0.3891191,0.2776051,GALAXY,-1.363857,-1.343571,-1.425545,-1.476813,-1.420966
1237654669200195615,153.33803,-0.8219594,22.41703,24.97115,17.29562,17.00516,16.778,22.38729,24.96897,18.54589,18.29494,17.97008,0.03336682,-2.554117,7.675524,0.2904606,0.2271595,GALAXY,0.02974319,0.002178192,-1.250269,-1.289782,-1.192081
1237650794609574093,146.60721,-1.240753,18.83941,17.11977,16.23975,15.84232,15.57673,20.59233,18.95312,18.08645,17.65189,17.38378,0.0906017,1.719643,0.880022,0.3974276,0.2655926,GALAXY,-1.752914,-1.833349,-1.846703,-1.809567,-1.807054
1237648720679469274,147.18679,-0.49381256,19.15952,17.37922,16.4322,15.93106,15.55902,21.11276,19.38347,18.34415,17.9381,17.5021,0.09031707,1.780308,0.9470215,0.5011339,0.3720388,GALAXY,-1.953239,-2.00425,-1.911951,-2.007033,-1.943073
1237648721216274697,147.02336,-0.16009352,19.95716,18.491,17.50277,17.07046,16.72666,22.08179,20.62189,19.23536,18.94361,18.5916,0.2156694,1.466158,0.9882298,0.432312,0.3438034,GALAXY,-2.124626,-2.130886,-1.732588,-1.873152,-1.864941
1237650795683512507,146.95607,-0.34230044,20.3314,18.40925,17.24457,16.75752,16.39138,21.36172,19.55603,18.39683,17.948,17.58122,0.1346802,1.922146,1.164679,0.487051,0.3661423,GALAXY,-1.030327,-1.14678,-1.152256,-1.190483,-1.189844
1237650795683250319,146.36539,-0.34351527,18.77263,17.14484,16.38068,15.93781,15.65817,20.24939,18.70773,17.96271,17.51604,17.16659,0.05248393,1.627789,0.7641582,0.442873,0.2796431,GALAXY,-1.476755,-1.562885,-1.582024,-1.578228,-1.50842
1237650796220121371,146.477,0.07743098,24.30079,20.40894,18.61255,17.85049,17.3971,23.79623,21.57173,19.82313,19.01452,18.58027,0.4410215,3.891859,1.796391,0.7620506,0.453392,GALAXY,0.5045662,-1.162798,-1.210587,-1.164024,-1.183165
1237650795683250364,146.39902,-0.35038267,19.32353,18.20447,17.68437,17.33773,17.08621,20.5567,19.511,18.98346,18.63259,18.27427,0.05354775,1.119068,0.5200996,0.3466377,0.2515163,GALAXY,-1.23317,-1.30653,-1.299097,-1.294859,-1.188055
1237648721216012449,146.32316,-0.029989881,17.20221,16.47055,16.26371,16.2432,16.22921,19.53973,19.01104,19.14187,19.51263,19.57121,0.02170876,0.7316608,0.2068424,0.020504,0.01399803,GALAXY,-2.337523,-2.540487,-2.878159,-3.269424,-3.342005
1237650796220121111,146.36979,0.082264176,18.91838,17.59833,17.00441,16.62411,20.16358,20.80064,19.67965,19.04051,18.6252,20.21733,0.067523,1.320051,0.5939236,0.3803024,-3.539473,GALAXY,-1.882257,-2.081314,-2.036102,-2.001095,-0.05374527
1237650796220055738,146.30086,0.035479627,16.95523,16.0475,15.61219,15.42788,15.29342,18.39721,17.56179,17.20693,16.97827,16.8455,0.021758,0.9077301,0.4353037,0.1843138,0.1344585,GALAXY,-1.44198,-1.514297,-1.594733,-1.55039,-1.55208
1237650795683184841,146.32958,-0.30622363,17.93095,16.79308,16.28683,16.00898,15.90936,21.14084,19.90635,19.49212,19.20201,18.97175,0.03645184,1.137863,0.5062485,0.277853,0.099617,GALAXY,-3.209896,-3.113266,-3.20529,-3.193026,-3.062384
1237650796220121127,146.39968,0.032246051,20.73493,18.66489,17.60298,17.10154,16.72459,21.44264,19.68535,18.64547,18.12372,17.74255,0.1284871,2.070038,1.061913,0.50144,0.3769493,GALAXY,-0.7077103,-1.020458,-1.042492,-1.022179,-1.017963
1237650796220121207,146.34706,0.075416437,19.78266,17.87679,16.92896,16.51026,16.18927,21.1785,19.28261,18.37401,17.92823,17.62724,0.06228172,1.905874,0.9478245,0.418705,0.3209896,GALAXY,-1.395838,-1.405823,-1.445045,-1.417978,-1.437973
1237648721215881342,146.05733,-0.097030167,18.02053,16.193,15.35932,14.98503,14.66797,19.49638,17.71427,16.89067,16.54624,16.15881,0.03673035,1.827534,0.8336716,0.3742924,0.3170652,GALAXY,-1.475851,-1.521275,-1.531349,-1.561213,-1.490842
1237650795683184814,146.23462,-0.40626115,21.74161,19.8024,18.27115,17.75204,17.3673,22.26584,20.72141,19.26989,18.73313,18.35192,0.2719066,1.939209,1.53125,0.5191059,0.3847485,GALAXY,-0.524231,-0.919014,-0.9987392,-0.981081,-0.9846287
1237650795683119378,146.10554,-0.28541597,20.14859,18.17089,17.25389,16.85032,16.52658,20.80197,18.88729,18.04545,17.61019,17.27944,0.08990419,1.977695,0.9169998,0.4035797,0.3237362,GALAXY,-0.6533794,-0.7163906,-0.7915554,-0.7598705,-0.752861
1237648721215946884,146.19333,-0.038867315,19.04778,16.97657,16.01262,15.59549,15.23964,20.43871,18.43297,17.53408,17.13208,16.77755,0.06296081,2.071209,0.9639511,0.4171371,0.3558474,GALAXY,-1.390928,-1.4564,-1.521456,-1.536591,-1.537915
1237650796220055688,146.2278,0.043565824,20.1299,18.18373,17.16066,16.7493,16.40815,20.66093,18.74453,17.7378,17.30562,16.95342,0.09139155,1.946169,1.023064,0.4113674,0.3411503,GALAXY,-0.5310326,-0.5607986,-0.5771408,-0.5563278,-0.5452785
1237650795683184714,146.22225,-0.3758881,18.08954,16.82943,16.12758,15.75609,15.51655,19.66458,18.48553,17.87759,17.43368,17.14728,0.06740563,1.260111,0.7018433,0.3714943,0.2395382,GALAXY,-1.575039,-1.656099,-1.750004,-1.677589,-1.630732
1237650795683184774,146.28017,-0.40694922,18.43708,16.74527,15.95972,15.61836,15.358,19.22905,17.53911,16.84386,16.48293,16.24367,0.06335986,1.691811,0.7855492,0.3413649,0.2603607,GALAXY,-0.7919674,-0.7938385,-0.8841343,-0.8645678,-0.8856688
1237648720679076369,146.19248,-0.50827897,22.72171,20.37886,18.7628,18.15705,17.67134,24.76118,21.97227,20.36133,19.71368,19.16193,0.3691974,2.342848,1.616058,0.6057529,0.4857121,GALAXY,-2.039465,-1.593405,-1.59853,-1.556625,-1.490591
1237648721215946862,146.16234,-0.022424349,19.92535,18.36178,17.45991,17.06552,16.79944,20.62247,19.26405,18.3894,18.04079,17.75252,0.09155686,1.563576,0.9018669,0.3943901,0.2660751,GALAXY,-0.6971169,-0.9022713,-0.9294872,-0.9752731,-0.9530773
1237650796220055727,146.28301,0.064056069,19.5351,18.15834,17.46437,17.15269,16.891,20.59165,19.51212,18.88621,18.56411,18.30848,0.0215799,1.376757,0.6939793,0.3116722,0.261694,GALAXY,-1.056549,-1.353775,-1.421843,-1.411415,-1.417479
1237650796220055691,146.23184,0.068229156,16.45099,14.51387,13.61606,13.20862,12.89171,19.06471,17.17309,16.28178,15.79272,15.46669,0.02160817,1.937124,0.8978081,0.407444,0.3169117,GALAXY,-2.61372,-2.659222,-2.665722,-2.584106,-2.574988
1237650796219924680,146.02339,0.021997188,20.79529,18.51379,17.39617,16.8249,16.38551,22.1052,20.25542,19.22523,18.5773,18.09538,0.1255432,2.281498,1.117622,0.5712662,0.4393978,GALAXY,-1.30991,-1.741627,-1.829056,-1.752396,-1.709871
1237650796219924743,145.97523,0.10664574,20.55858,18.67551,17.65526,17.20826,16.86232,21.53023,19.75904,18.76136,18.23988,17.92879,0.1254106,1.883068,1.020252,0.4469967,0.3459415,GALAXY,-0.9716473,-1.083525,-1.106096,-1.031612,-1.066463
1237648721215946868,146.16563,-0.064166288,19.47955,17.59621,16.70885,16.31725,15.96842,20.25028,18.37759,17.51892,17.14221,16.79823,0.0632066,1.883343,0.8873615,0.3915977,0.3488321,GALAXY,-0.7707329,-0.7813873,-0.8100739,-0.8249588,-0.8298159
1237651801771802907,151.95397,0.57432053,19.37659,17.383,16.42709,15.99995,15.66841,20.40218,18.57636,17.69629,17.25916,16.89465,0.09850309,1.993587,0.9559116,0.4271421,0.3315363,GALAXY,-1.025593,-1.193357,-1.269201,-1.259213,-1.226236
1237654670810219137,151.98412,0.43482349,22.85562,20.4167,18.63573,17.90361,17.4768,23.95999,21.65034,19.98866,19.22634,18.80336,0.4178279,2.438917,1.780973,0.7321186,0.4268131,GALAXY,-1.104374,-1.233641,-1.352934,-1.322727,-1.326561
1237648721755373808,152.00348,0.35649896,17.8925,17.11909,16.95132,16.83173,16.71605,19.64776,18.92983,18.73116,18.70949,18.57006,0.0315523,0.7734089,0.1677685,0.1195908,0.1156788,GALAXY,-1.755264,-1.810741,-1.779844,-1.877762,-1.85401
1237648722292179184,151.96424,0.63915295,20.50856,18.64488,17.71562,17.28112,16.96318,21.13049,19.30365,18.39602,17.99851,17.65392,0.09494215,1.863684,0.9292526,0.4344997,0.3179474,GALAXY,-0.621933,-0.6587753,-0.6803932,-0.7173862,-0.6907463
1237654670810218795,152.02305,0.48838618,19.83318,18.42932,17.72373,17.30072,17.02343,20.95578,19.63897,19.044,18.59359,18.26369,0.09717859,1.403858,0.7055893,0.4230137,0.2772865,GALAXY,-1.122601,-1.209654,-1.320269,-1.29287,-1.240261
1237648721755373628,152.05541,0.38315041,17.59993,15.7338,14.92267,14.57295,14.28839,19.29458,17.52311,16.69061,16.41101,16.11124,0.06238078,1.866135,0.8111229,0.3497257,0.2845516,GALAXY,-1.694649,-1.789314,-1.767937,-1.838062,-1.822847
1237651801771868396,151.98136,0.59135638,19.37662,17.72637,16.80767,16.39876,16.08091,21.09003,19.53372,18.6505,18.25118,17.89544,0.09829134,1.650257,0.9186993,0.4089088,0.3178482,GALAXY,-1.713406,-1.807358,-1.842833,-1.852419,-1.814529
1237650795146576030,146.85983,-0.80890165,20.48169,18.43277,17.1528,16.59646,16.1317,22.00753,20.02656,18.66349,18.12037,17.59916,0.1265899,2.048916,1.279978,0.5563354,0.464756,GALAXY,-1.525845,-1.593784,-1.510695,-1.523909,-1.467453
1237650795146444862,146.59272,-0.76025604,18.68946,17.3368,16.76746,16.42205,16.23133,20.19879,19.00244,18.31018,18.03243,17.78513,0.06495924,1.352657,0.5693378,0.3454056,0.1907253,GALAXY,-1.509338,-1.66564,-1.542717,-1.610374,-1.553804
1237650795146575935,146.8577,-0.66285236,19.48057,18.02437,17.38439,17.03635,17.02572,21.83198,20.65369,19.96015,19.68015,19.52864,0.08429205,1.456198,0.6399841,0.3480377,0.01063156,GALAXY,-2.351408,-2.629322,-2.575766,-2.643795,-2.502922
1237651800158896649,146.72794,-0.55687994,20.23033,18.12348,17.19877,19.19176,16.26184,21.10466,19.16499,18.23264,20.53871,17.31179,0.08931196,2.106852,0.9247093,-1.992989,2.929916,GALAXY,-0.8743343,-1.041508,-1.033875,-1.346956,-1.049953
1237650795682791595,145.34424,-0.36850145,21.1033,18.8721,17.58134,17.10754,16.7693,22.21799,19.8831,18.71782,18.24374,17.86852,0.2048142,2.231194,1.290762,0.4738026,0.3382378,GALAXY,-1.114691,-1.010994,-1.136478,-1.136196,-1.099222
1237650796219662479,145.32998,0.043081214,19.55614,18.1025,17.4161,17.00462,16.7584,21.24452,19.62554,18.94367,18.52641,18.24101,0.1204287,1.453644,0.6863956,0.4114819,0.2462196,GALAXY,-1.688379,-1.523041,-1.527563,-1.521784,-1.482613
1237650795682726146,145.20774,-0.32210594,20.55214,18.47322,17.45515,17.02694,16.67358,21.66699,19.55178,18.62313,18.20562,17.82926,0.1223888,2.078922,1.018068,0.4282074,0.3533573,GALAXY,-1.114853,-1.078568,-1.167986,-1.178682,-1.15568
1237650796219662494,145.34053,0.019135029,19.35076,17.65472,16.64291,16.2059,15.85814,20.93784,19.21416,18.28384,17.80229,17.46879,0.1202934,1.696035,1.01181,0.4370155,0.3477621,GALAXY,-1.58708,-1.559435,-1.640924,-1.596392,-1.610658
1237648721215488678,145.25355,-0.10723425,22.20036,20.9784,19.31323,18.41611,17.96453,23.48604,22.21606,20.72644,19.85777,19.53553,0.4848128,1.221958,1.665174,0.8971138,0.4515896,GALAXY,-1.285683,-1.237654,-1.413208,-1.441658,-1.571009
1237648720678617377,145.23331,-0.43567204,20.25362,18.80788,17.45768,16.98733,16.59265,21.56994,20.19193,18.80962,18.32208,18.02288,0.221124,1.445745,1.350197,0.4703503,0.3946762,GALAXY,-1.316315,-1.384056,-1.35194,-1.334749,-1.430225
1237648721215488183,145.21905,-0.18615382,20.35837,18.26795,17.22248,16.78508,16.47149,21.21867,19.24199,18.19686,17.77589,17.5525,0.1235886,2.090424,1.045471,0.4374008,0.3135834,GALAXY,-0.8603001,-0.9740391,-0.9743862,-0.9908161,-1.081007
1237650795682791746,145.31208,-0.40076564,21.55008,20.1152,18.40554,17.80366,17.34882,22.96344,21.44672,19.84902,19.22062,18.77689,0.3368229,1.434887,1.709656,0.6018791,0.4548435,GALAXY,-1.413357,-1.33152,-1.443476,-1.416958,-1.428074
1237648720678682858,145.33123,-0.54206811,19.69196,18.21111,17.44051,17.03362,16.73493,21.23837,19.99232,19.05716,18.70695,18.48416,0.1533533,1.48085,0.7705994,0.406889,0.2986927,GALAXY,-1.54641,-1.781208,-1.616646,-1.673325,-1.749226
1237648720678682671,145.2754,-0.47347782,20.18792,18.63535,17.62507,17.11802,16.76654,21.61443,20.25359,19.06502,18.62517,18.28015,0.1482937,1.55257,1.010286,0.5070477,0.3514786,GALAXY,-1.42651,-1.618235,-1.439953,-1.507149,-1.513613
1237648720678617240,145.16739,-0.4823431,19.27067,17.9121,17.51399,17.23971,17.07124,20.75296,19.8573,19.4035,19.16287,19.08272,0.06237372,1.358574,0.3981037,0.2742844,0.1684704,GALAXY,-1.482288,-1.945204,-1.889507,-1.923162,-2.011477
1237650795682791924,145.33158,-0.35072129,24.18929,21.4532,19.66705,18.81124,18.31739,23.5315,22.00147,20.39655,19.50126,18.95708,0.4833668,2.73609,1.78615,0.855814,0.4938507,GALAXY,0.657795,-0.5482674,-0.7294941,-0.6900253,-0.6396961
1237648722289361169,145.54119,0.79539687,18.8884,17.84567,17.38211,17.13761,17.05233,20.7057,19.77989,19.11172,19.00548,18.86677,0.09888644,1.04273,0.4635677,0.2445011,0.08527374,GALAXY,-1.817293,-1.934219,-1.729618,-1.86787,-1.814436
1237650797293338816,145.19872,0.93266524,19.18522,18.04835,17.61965,17.34003,17.23001,20.12415,18.99786,18.60812,18.28018,18.13527,0.06147218,1.136871,0.4287052,0.2796173,0.110014,GALAXY,-0.9389229,-0.9495106,-0.9884739,-0.940155,-0.9052505
1237650797293404284,145.39045,0.9578064,20.30734,18.63396,17.49805,17.02994,16.69051,21.24781,19.48601,18.38568,17.86285,17.48565,0.1472057,1.673378,1.135908,0.4681149,0.3394318,GALAXY,-0.9404736,-0.8520527,-0.8876305,-0.8329163,-0.7951469
1237650797293469726,145.51643,1.0443355,20.33423,18.41006,17.38137,16.96606,16.73264,21.35739,19.53924,18.50101,18.06456,17.72183,0.1362463,1.924168,1.028698,0.4153061,0.2334194,GALAXY,-1.023155,-1.129171,-1.119642,-1.098503,-0.9891891
1237651752921399514,145.35216,1.113849,19.80721,18.51492,17.62573,17.18695,16.83986,20.88628,19.58444,18.7715,18.50338,18.05301,0.1675548,1.292286,0.8891869,0.4387856,0.3470821,GALAXY,-1.079077,-1.069519,-1.145763,-1.316437,-1.213144
